Q844935	L.en	enwiki	15181943	1731
Q5220883	T	enwiki	9112446	1662
Q24061536	O	enwiki	49306311	566
Q431860	T	enwiki	44333231	354
Q6674117	T	enwiki	15957589	665
Q14874276	L.en	enwiki	10245016	16415
Q1027398	O	enwiki	31747164	1269225
Q5494724	T	enwiki	15160726	456
P639	L.en	enwiki	9755487	14993
Q14818107	L.en	enwiki	15071297	1356
Q7725716	O	enwiki	36304123	143
Q1387682	O	enwiki	47345007	938
Q159834	T	enwiki	465891	60822
Q612614	T	enwiki	12345138	9139
Q3847670	O	enwiki	6336753	241
Q448534	T	enwiki	1387992	50003
Q8977317	O	enwiki	53087014	133
Q6581097	T	enwiki	14703779	662
Q7307855	T	enwiki	4387036	9212
Q27171566	T	enwiki	14916937	551
Q68132	T	enwiki	14435954	51717
Q66458	T	enwiki	5277592	4472
P671	L.en	enwiki	15182427	241
Q8685678	O	enwiki	33420946	790
Q117963	T	enwiki	1510270	555
Q5256950	O	enwiki	5882566	3418
Q7503587	O	enwiki	34054884	1275
Q930894	T	enwiki	7605773	572
Q283768	T	enwiki	7766911	1654
Q13667380	L.en	enwiki	14773184	7557
Q12317372	O	enwiki	50985232	198
Q21192945	T	enwiki	50634253	271
P842	O	enwiki	26471	641030
Q5040708	T	enwiki	13755387	1457
Q923547	T	enwiki	131810	8489
Q6800212	T	enwiki	23549310	73
Q6761729	O	enwiki	20869665	314
Q8817934	O	enwiki	20904083	62
Q251046	O	enwiki	32698704	232
Q18712212	O	enwiki	44848560	7563
Q948575	T	enwiki	925031	2344
Q1394603	O	enwiki	17537916	1852
Q8016447	T	enwiki	17719182	657
Q16259187	O	enwiki	39608868	705
Q20994	T	enwiki	12744189	66182
Q7442359	T	enwiki	5278029	241504
Q1144214	T	enwiki	403783	25357
Q368495	T	enwiki	5299362	96053
Q40260	L.en	enwiki	35629436	1428
Q6634283	T	enwiki	26944721	4066
